,id,hero,speaker,title,duration,slug,viewed_count,index
1641,2206,https://pe.tedcdn.com/images/ted/5baf6b19c99af03fc0c22e24297d2c256bd15b33_2880x1620.jpg,Helder Guimarães,A magical search for a coincidence,791,helder_guimaraes_a_magical_search_for_a_coincidence,1981062,276
1642,1602,https://pe.tedcdn.com/images/ted/d8133164d6f953f536873a0fccb23413e4f90f2f_1600x1200.jpg,Marco Tempest,A cyber-magic card trick like no other,395,marco_tempest_a_cyber_magic_card_trick_like_no_other,1965788,276
1643,1456,https://pe.tedcdn.com/images/ted/84824f713203286c5a61364f3791e467a03465c6_1600x1200.jpg,Philippe Petit,The journey across the high wire,1147,philippe_petit_the_journey_across_the_high_wire,640723,276
1644,2031,https://pe.tedcdn.com/images/ted/10e95c829dc4b19277199f5df872521cfa0af79f_2400x1800.jpg,Billy Collins,Two poems about what dogs think (probably),242,billy_collins_two_poems_about_what_dogs_think_probably,1545191,277
1645,2066,https://pe.tedcdn.com/images/ted/da973f3e8e459fb12072656aeb2d7f56fcbe398b_2400x1800.jpg,Laurel Braitman,"Depressed dogs, cats with OCD — what animal madness means for us humans",1169,laurel_braitman_depressed_dogs_cats_with_ocd_what_animal_madness_means_for_us_humans,1370920,277
1646,325,https://pe.tedcdn.com/images/ted/48020_480x360.jpg,Nellie McKay,"""The Dog Song""",213,nellie_mckay_sings_the_dog_song,679711,277
1647,1305,https://pe.tedcdn.com/images/ted/e89b3f89d4c128345dfaf08fbc6a8c6133279939_800x600.jpg,Ramona Pierson,An unexpected place of healing,673,ramona_pierson_an_unexpected_place_of_healing,369359,277
1648,1069,https://pe.tedcdn.com/images/ted/5522ec96e8c756594722fc58943e43d7f26488cb_800x600.jpg,Nigel Marsh,How to make work-life balance work,605,nigel_marsh_how_to_make_work_life_balance_work,3813632,277
1649,1096,https://pe.tedcdn.com/images/ted/f4fe699b25bc6c68c8590abedba172cfc4c2b9aa_800x600.jpg,Mark Bezos,A life lesson from a volunteer firefighter,247,mark_bezos_a_life_lesson_from_a_volunteer_firefighter,2178912,277
1650,296,https://pe.tedcdn.com/images/ted/d24aaaf281eb21e0df2060b9163361973b02cf77_1600x1200.jpg,Nellie McKay,"""Mother of Pearl,"" ""If I Had You""",334,nellie_mckay_sings_feminists_and_if_i_had_you,1013881,278
1651,287,https://pe.tedcdn.com/images/ted/46393_480x360.jpg,Nellie McKay,"""Clonie""",140,nellie_mckay_sings_clonie_1,680592,278
1652,119,https://pe.tedcdn.com/images/ted/233_480x360.jpg,Stew,"""Black Men Ski""",277,stew_says_black_men_ski,577506,278
1653,328,https://pe.tedcdn.com/images/ted/654077b6d535f41b050c920c29b27c1b53b3907d_2880x1620.jpg,Ian Dunbar,Dog-friendly dog training,886,ian_dunbar_on_dog_friendly_dog_training,1002304,278
1654,2031,https://pe.tedcdn.com/images/ted/10e95c829dc4b19277199f5df872521cfa0af79f_2400x1800.jpg,Billy Collins,Two poems about what dogs think (probably),242,billy_collins_two_poems_about_what_dogs_think_probably,1545191,278
1655,706,https://pe.tedcdn.com/images/ted/134754_800x600.jpg,Rory  Bremner,A one-man world summit,881,rory_bremner_s_one_man_world_summit,1111997,278
1656,286,https://pe.tedcdn.com/images/ted/db471b06b2f5f6ba97c7de8b232878ffe9718600_1600x1200.jpg,Benjamin Zander,The transformative power of classical music,1243,benjamin_zander_on_music_and_passion,9315490,279
1657,246,https://pe.tedcdn.com/images/ted/38589_480x360.jpg,Tod Machover + Dan Ellsey,Inventing instruments that unlock new music,1241,tod_machover_and_dan_ellsey_play_new_music,497155,279
1658,14,https://pe.tedcdn.com/images/ted/cf42ee3e183408cbbd6aaa5e824e605251ad91dc_2880x1620.jpg,Golan Levin,Software (as) art,893,golan_levin_on_software_as_art,606311,279
1659,1808,https://pe.tedcdn.com/images/ted/f40f46bd15db578e771afd87ebb3c67fefc8b958_1600x1200.jpg,Derek Paravicini and Adam Ockelford,In the key of genius,1178,derek_paravicini_and_adam_ockelford_in_the_key_of_genius,1471700,279
1660,218,https://pe.tedcdn.com/images/ted/9a3db95a0bd7697a4579115adcdaf17db7a68e7b_800x600.jpg,Pamelia Kurstin,The untouchable music of the theremin,1151,pamelia_kurstin_plays_the_theremin,1687190,279
1661,1298,https://pe.tedcdn.com/images/ted/96fc3343d4c46540d40dc70ad8284275a31a4855_800x600.jpg,Stefon Harris,There are no mistakes on the bandstand,791,stefon_harris_there_are_no_mistakes_on_the_bandstand,653299,279
1662,66,https://pe.tedcdn.com/images/ted/6b6eb940bceab359ca676a9b486aae475c1df883_2880x1620.jpg,Ken Robinson,Do schools kill creativity?,1164,ken_robinson_says_schools_kill_creativity,47227572,280
1663,288,https://pe.tedcdn.com/images/ted/46407_480x360.jpg,Nicholas Negroponte,"One Laptop per Child, two years on",1000,nicholas_negroponte_on_one_laptop_per_child_two_years_on,398645,280
1664,1678,https://pe.tedcdn.com/images/ted/6c16e9be449a6f2ff8940eb95257ad31ae7e0b4a_1600x1200.jpg,Sugata Mitra,Build a School in the Cloud,1351,sugata_mitra_build_a_school_in_the_cloud,2895739,280
1665,949,https://pe.tedcdn.com/images/ted/196087_800x600.jpg,Sugata Mitra,The child-driven education,1033,sugata_mitra_the_child_driven_education,2528906,280
1666,809,https://pe.tedcdn.com/images/ted/160089_800x600.jpg,Shukla Bose,Teaching one child at a time,983,shukla_bose_teaching_one_child_at_a_time,940684,280
1667,2526,https://pe.tedcdn.com/images/ted/98a1ffddecbd2f9e08fbf79f226d6e9bda00371e_2880x1620.jpg,Seema Bansal,How to fix a broken education system ... without any more money,868,seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money,1246107,280
1668,127,https://pe.tedcdn.com/images/ted/5cd871dcf27ba4288021c2bfe6a3f6796dab2538_2880x1620.jpg,Ngozi Okonjo-Iweala,Want to help Africa? Do business here,1213,ngozi_okonjo_iweala_on_doing_business_in_africa,1044190,281
1669,185,https://pe.tedcdn.com/images/ted/18551_480x360.jpg,Eleni Gabre-Madhin,A commodities exchange for Ethiopia,1234,elene_gabre_madhin_on_ethiopian_economics,562463,281
1670,156,https://pe.tedcdn.com/images/ted/14194_480x360.jpg,Patrick Awuah,How to educate leaders? Liberal arts,1051,patrick_awuah_on_educating_leaders,1216435,281
1671,2462,https://pe.tedcdn.com/images/ted/6d408620ad53d766ca342095a8add7803accf26b_2880x1620.jpg,Siyanda Mohutsiwa,How young Africans found a voice on Twitter,862,siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter,992710,281
1672,2560,https://pe.tedcdn.com/images/ted/55c25b42a0b5f2372d037f3ec0b957c01b021dae_2880x1620.jpg,Ngozi Okonjo-Iweala,How Africa can keep rising,923,ngozi_okonjo_iweala_how_africa_can_keep_rising,778813,281
1673,59,https://pe.tedcdn.com/images/ted/324e64c6f3cd4f18c8c4f00757760943066e3cb2_2880x1620.jpg,Bono,My wish: Three actions for Africa,1672,bono_s_call_to_action_for_africa,718650,281
1674,206,https://pe.tedcdn.com/images/ted/49306f30dbac9aa73e1e57aca532330b9532cd7f_1600x1200.jpg,David Gallo,Underwater astonishments,327,david_gallo_shows_underwater_astonishments,13926131,282
1675,76,https://pe.tedcdn.com/images/ted/967edc6222feee0e6cb9d2f32aa7766fee852c11_1600x1200.jpg,Susan Savage-Rumbaugh,The gentle genius of bonobos,1045,susan_savage_rumbaugh_on_apes_that_write,2197389,282
1676,77,https://pe.tedcdn.com/images/ted/428_480x360.jpg,Sheila Patek,The shrimp with a kick!,985,sheila_patek_clocks_the_fastest_animals,1115098,282
1677,2770,https://pe.tedcdn.com/images/ted/ea594390cecc864357ebd75866ab69a68ea141f9_2880x1620.jpg,Serena Williams and Gayle King,"On tennis, love and motherhood",1108,serena_williams_gayle_king_on_tennis_love_and_motherhood,1425515,282
1678,114,https://pe.tedcdn.com/images/ted/234_480x360.jpg,Tom Rielly,A comic sendup of TED2006,1195,tom_rielly_delivers_a_comic_send_up_of_ted2006,609089,282
1679,1912,https://pe.tedcdn.com/images/ted/6517a673ec92e537f7166173f6ff9ec809455984_1600x1200.jpg,Joe Kowan,How I beat stage fright,483,joe_kowan_how_i_beat_stage_fright,2296808,282
1680,147,https://pe.tedcdn.com/images/ted/13343_480x360.jpg,David Bolinsky,Visualizing the wonder of a living cell,585,david_bolinsky_animates_a_cell,1788191,283
1681,35,https://pe.tedcdn.com/images/ted/c77755451ad53291f2891f27dcfde0456292b010_2880x1620.jpg,James Watson,How we discovered DNA,1211,james_watson_on_how_he_discovered_dna,1520916,283
1682,227,https://pe.tedcdn.com/images/ted/32772_480x360.jpg,Craig Venter,On the verge of creating synthetic life,954,craig_venter_is_on_the_verge_of_creating_synthetic_life,1004893,283
1683,183,https://pe.tedcdn.com/images/ted/18024_480x360.jpg,Paul Rothemund,Playing with DNA that self-assembles,299,paul_rothemund_casts_a_spell_with_dna,410563,283
1684,1322,https://pe.tedcdn.com/images/ted/ffe032a2d557b859e57857bc66286ef1a74736f5_800x600.jpg,Drew Berry,Animations of unseeable biology,548,drew_berry_animations_of_unseeable_biology,1443344,283
1685,2570,https://pe.tedcdn.com/images/ted/4b2ca98174f9bb6a74ce18474ed13b2f8c1b6f61_2880x1620.jpg,Sebastian Kraves,The era of personal DNA testing is here,784,sebastian_kraves_the_era_of_personal_dna_testing_is_here,1051932,283
1686,4,https://pe.tedcdn.com/images/ted/1b5cb72c2fa3e58e4c268e9e37eba833b43689bb_1600x1200.jpg,Burt Rutan,The real future of space exploration,1177,burt_rutan_sees_the_future_of_space,2028460,284
1687,178,https://pe.tedcdn.com/images/ted/16736_480x360.jpg,Carolyn Porco,This is Saturn,1029,carolyn_porco_flies_us_to_saturn,2627718,284
1688,141,https://pe.tedcdn.com/images/ted/cb75ec0e37f0a14dc0da2929ff640b0c5c4099ec_2880x1620.jpg,Bill Stone,I'm going to the moon. Who's with me?,1063,bill_stone_explores_the_earth_and_space,1801123,284
1689,292,https://pe.tedcdn.com/images/ted/47096_480x360.jpg,Peter Diamandis,Stephen Hawking's zero g flight,241,peter_diamandis_on_stephen_hawking_in_zero_g,497899,284
1690,176,https://pe.tedcdn.com/images/ted/0c046588ba1c2e2ed0a00ce494173e41fd00bc96_800x600.jpg,Paul MacCready,A flight on solar wings,1280,paul_maccready_flies_on_solar_wings,736291,284
1691,1835,https://pe.tedcdn.com/images/ted/a34351ae27b55c9ab34ba1ac8b4973f1cd3eb4fa_1600x1200.jpg,Jason Pontin,Can technology solve our big problems?,603,jason_pontin_can_technology_solve_our_big_problems,1507396,284
1692,19,https://pe.tedcdn.com/images/ted/7ddac8199e485dc8fe198d34b726f76680e7b86e_2880x1620.jpg,Kevin Kelly,How technology evolves,1200,kevin_kelly_on_how_technology_evolves,1536898,285
1693,362,https://pe.tedcdn.com/images/ted/371_480x360.jpg,Steven Johnson,The Web as a city,990,steven_johnson_on_the_web_as_a_city,344618,285
1694,72,https://pe.tedcdn.com/images/ted/399_480x360.jpg,Chris Anderson,Technology's long tail,858,chris_anderson_of_wired_on_tech_s_long_tail,904527,285
1695,2043,https://pe.tedcdn.com/images/ted/916b709d600db97cc67aa7e984c88b011dcb561f_2400x1800.jpg,Nicholas Negroponte,A 30-year history of the future,1183,nicholas_negroponte_a_30_year_history_of_the_future,1877645,285
1696,2838,https://pe.tedcdn.com/images/ted/5b15e7da00df0758c3a5df3c7bf6df761bf8c83f_2880x1620.jpg,Jack Conte,How artists can (finally) get paid in the digital age ,631,jack_conte_how_artists_can_finally_get_paid_in_the_digital_age,732854,285
1697,90,https://pe.tedcdn.com/images/ted/c634a6fe7b4b9f15c59f75f0c06a09058081c95a_1600x1200.jpg,Neil Gershenfeld,Unleash your creativity in a Fab Lab,1038,neil_gershenfeld_on_fab_labs,691820,285
1698,22,https://pe.tedcdn.com/images/ted/f9e5462fd10b5130015fab95f3be6ace3e0f4ef4_1600x1200.jpg,Michael Shermer,Why people believe weird things,805,michael_shermer_on_believing_strange_things,5364653,286
1699,78,https://pe.tedcdn.com/images/ted/46060181dac88f2dce68702191dded7e345675dc_2880x1620.jpg,Al Seckel,Visual illusions that show how we (mis)think,873,al_seckel_says_our_brains_are_mis_wired,2138912,286
1700,143,https://pe.tedcdn.com/images/ted/e58b968c458adc84ee220376f1e5eb1e1d6c55e9_2880x1620.jpg,Emily Oster,Flip your thinking on AIDS in Africa,934,emily_oster_flips_our_thinking_on_aids_in_africa,854968,286
1701,426,https://pe.tedcdn.com/images/ted/64942_800x600.jpg,Kary Mullis,Play! Experiment! Discover!,1772,kary_mullis_on_what_scientists_do,532759,286
1702,2849,https://pe.tedcdn.com/images/ted/68692e2f816da911233797b6dc25318d69a2a502_2880x1620.jpg,David Baron,You owe it to yourself to experience a total solar eclipse,736,david_baron_you_owe_it_to_yourself_to_experience_a_total_solar_eclipse,1318015,286
1703,1827,https://pe.tedcdn.com/images/ted/e3756431a9232f598715372bb9cdd63fcb008ecb_1600x1200.jpg,Stuart Firestein,The pursuit of ignorance,1113,stuart_firestein_the_pursuit_of_ignorance,1836355,286
1704,76,https://pe.tedcdn.com/images/ted/967edc6222feee0e6cb9d2f32aa7766fee852c11_1600x1200.jpg,Susan Savage-Rumbaugh,The gentle genius of bonobos,1045,susan_savage_rumbaugh_on_apes_that_write,2197389,287
1705,145,https://pe.tedcdn.com/images/ted/29333ffe97803b733ce8a21f90c0b0e738a3adc5_1600x1200.jpg,Deborah Gordon,The emergent genius of ant colonies,1231,deborah_gordon_digs_ants,928272,287
1706,126,https://pe.tedcdn.com/images/ted/372_480x360.jpg,Tierney Thys,Swim with the giant sunfish,1001,tierney_thys_swims_with_the_giant_sunfish,870427,287
1707,11,https://pe.tedcdn.com/images/ted/6a8a27b4553f4e39d96139e5199f5bf8a354b410_2880x1620.jpg,Jane Goodall,What separates us from chimpanzees?,1645,jane_goodall_on_what_separates_us_from_the_apes,1663004,287
1708,2307,https://pe.tedcdn.com/images/ted/2a1d25fa549ff2378390613d4514ddc9fefec5c4_2880x1620.jpg,Yuval Noah Harari,What explains the rise of humans?,1028,yuval_noah_harari_what_explains_the_rise_of_humans,2556481,287
1709,1417,https://pe.tedcdn.com/images/ted/14bb1242eb42fbb9bc1188d8431a247b949f7db4_1600x1200.jpg,Frans de Waal,Moral behavior in animals,1012,frans_de_waal_do_animals_have_morals,3578654,287
1710,167,https://pe.tedcdn.com/images/ted/61e79c4063ebc13c3de9ed72d45564ac717b99a6_2880x1620.jpg,Stephen Petranek,10 ways the world could end,1782,stephen_petranek_counts_down_to_armageddon,1712079,288
1711,33,https://pe.tedcdn.com/images/ted/199_480x360.jpg,Thomas Barnett,Let's rethink America's military strategy,1402,thomas_barnett_draws_a_new_map_for_peace,1136042,288
1712,54,https://pe.tedcdn.com/images/ted/46d2ab26cbbbc66734bff1b9108fe007b5c6039c_2880x1620.jpg,Cameron Sinclair,My wish: A call for open-source architecture,1414,cameron_sinclair_on_open_source_architecture,1211421,288
1713,2650,https://pe.tedcdn.com/images/ted/8d9b1b48279a10e1ce62389fbe37fbc7c2cb66be_2880x1620.jpg,Erika Gregory,The world doesn't need more nuclear weapons,899,erika_gregory_the_world_doesn_t_need_more_nuclear_weapons,899485,288
1714,881,https://pe.tedcdn.com/images/ted/176721_800x600.jpg,Stewart Brand + Mark Z. Jacobson,Debate: Does the world need nuclear energy?,1379,debate_does_the_world_need_nuclear_energy,1294165,288
1715,2583,https://pe.tedcdn.com/images/ted/393966879b0d917127d0944a766cb27a0e630252_2880x1620.jpg,Michael Shellenberger,How fear of nuclear power is hurting the environment,838,michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment,1185039,288
1716,319,https://pe.tedcdn.com/images/ted/84760000a82ad48289066aeca95e7a776e8f39ef_1200x900.jpg,Kevin Kelly,"The next 5,000 days of the web",1174,kevin_kelly_on_the_next_5_000_days_of_the_web,1358292,289
1717,339,https://pe.tedcdn.com/images/ted/50991_480x360.jpg,Peter Hirshberg,"The web is more than ""better TV""",1899,peter_hirshberg_on_tv_and_the_web,250722,289
1718,216,https://pe.tedcdn.com/images/ted/8cea3025b2122cfdc2ba6a72f832565716946034_1600x1200.jpg,Howard Rheingold,The new power of collaboration,1171,howard_rheingold_on_collaboration,931002,289
1719,2180,https://pe.tedcdn.com/images/ted/2ff057a4bb41b2246c65370cf104a8ffa0dfc75a_2880x1620.jpg,Brian Dettmer,Old books reborn as art,366,brian_dettmer_old_books_reborn_as_intricate_art,1159909,289
1720,1410,https://pe.tedcdn.com/images/ted/ec8292db13815de32529bf4568ce76b48a089bc5_2880x1620.jpg,Chip Kidd,"Designing books is no laughing matter. OK, it is.",1036,chip_kidd_designing_books_is_no_laughing_matter_ok_it_is,1751987,289
1721,1227,https://pe.tedcdn.com/images/ted/7b2e7e2bac40b3ab6d040991f84b70e2b64a6613_800x600.jpg,Jean-Baptiste Michel + Erez Lieberman Aiden,What we learned from 5 million books,848,what_we_learned_from_5_million_books,1783014,289
1722,40,https://pe.tedcdn.com/images/ted/381_480x360.jpg,Frans Lanting,The story of life in photographs,977,frans_lanting_s_lyrical_nature_photos,1697204,290
1723,77,https://pe.tedcdn.com/images/ted/428_480x360.jpg,Sheila Patek,The shrimp with a kick!,985,sheila_patek_clocks_the_fastest_animals,1115098,290
1724,261,https://pe.tedcdn.com/images/ted/fb4c347b0379b8b7b8fe3ea17a8b0f8f2b583708_2880x1620.jpg,Joshua Klein,A thought experiment on the intelligence of crows,606,joshua_klein_on_the_intelligence_of_crows,2398374,290
1725,264,https://pe.tedcdn.com/images/ted/c1a2bf701aa20eb6fe1ce272c403045590989e91_2880x1620.jpg,Robert Ballard,The astonishing hidden world of the deep ocean,1099,robert_ballard_on_exploring_the_oceans,1281571,290
1726,830,https://pe.tedcdn.com/images/ted/163962_800x600.jpg,Mike deGruy,Hooked by an octopus,1092,mike_degruy_hooked_by_octopus,940815,290
1727,1372,https://pe.tedcdn.com/images/ted/c6620a75259af37b28f116e13e5a74a705d3c6b1_800x600.jpg,Paul Snelgrove,A census of the ocean,1007,paul_snelgrove_a_census_of_the_ocean,293340,290
1728,60,https://pe.tedcdn.com/images/ted/b538bc5fb569cc2a617db5ddc1e42935bceb00c6_2880x1620.jpg,Anna Deavere Smith,Four American characters,1385,anna_deavere_smith_s_american_character,978831,291
1729,26,https://pe.tedcdn.com/images/ted/387_480x360.jpg,Rives,If I controlled the Internet,247,rives_controls_the_internet,1813673,291
1730,86,https://pe.tedcdn.com/images/ted/f39ff6dad742cc3f35c4ad0f77573cdf6cd0fda3_1600x1200.jpg,Julia Sweeney,Letting go of God,992,julia_sweeney_on_letting_go_of_god,3769998,291
1731,2291,https://pe.tedcdn.com/images/ted/8a1523f43703309c29b372a29981afc7c5f2977b_2880x1620.jpg,Chris Urmson,How a driverless car sees the road,929,chris_urmson_how_a_driverless_car_sees_the_road,2042867,291
1732,30,https://pe.tedcdn.com/images/ted/21_480x360.jpg,Steven Levitt,Surprising stats about child carseats,1138,steven_levitt_on_child_carseats,749953,291
1733,294,https://pe.tedcdn.com/images/ted/b7cf56ac575eb97c27bd4ced0e6b5dc2373d3fb6_2880x1620.jpg,Chris Abani,On humanity,974,chris_abani_muses_on_humanity,843859,291
1734,69,https://pe.tedcdn.com/images/ted/8bdfb6113efedf37e72cd88aa1dcf8103bcbf4e0_800x600.jpg,Wade Davis,Dreams from endangered cultures,1321,wade_davis_on_endangered_cultures,2532900,292
1735,324,https://pe.tedcdn.com/images/ted/70b5e4c2b22d64d8ddce53144d55d10fb4c08909_1600x1200.jpg,David Griffin,How photography connects us,893,david_griffin_on_how_photography_connects,1056435,292
1736,273,https://pe.tedcdn.com/images/ted/4c9b41fac40ffc729ea73215f51c44b55a79e504_2880x1620.jpg,Wade Davis,The worldwide web of belief and ritual,1152,wade_davis_on_the_worldwide_web_of_belief_and_ritual,984234,292
1737,2455,https://pe.tedcdn.com/images/ted/58b282ec6169d97b0ca1ea3520787bc16568f81a_2880x1620.jpg,Latif Nasser,You have no idea where camels really come from,747,latif_nasser_you_have_no_idea_where_camels_really_come_from,2272021,292
1738,162,https://pe.tedcdn.com/images/ted/46a98f6d94683e2bd773aaaa528f8a6c49dea91f_1600x1200.jpg,Theo Jansen,"My creations, a new form of life",493,theo_jansen_creates_new_creatures,3982369,292
1739,1017,https://pe.tedcdn.com/images/ted/2c7b90e6c6de5607f0fa55080e199ac746a86846_800x600.jpg,William Ury,"The walk from ""no"" to ""yes""",1125,william_ury,1828170,292
1740,263,https://pe.tedcdn.com/images/ted/e53dd444ed289f36275590ba3c93ddc161cf83fa_1600x1200.jpg,Mark Bittman,What's wrong with what we eat,1208,mark_bittman_on_what_s_wrong_with_what_we_eat,3830676,293
1741,214,https://pe.tedcdn.com/images/ted/6aa9ea693773d0f49f96f01c3e8f17b96907f8d7_2880x1620.jpg,Michael Pollan,A plant's-eye view,1045,michael_pollan_gives_a_plant_s_eye_view,1359410,293
1742,406,https://pe.tedcdn.com/images/ted/8a4ea1e3bdbf59f5105ad3967eccf944d47346a2_2880x1620.jpg,Dan Barber,A foie gras parable,1224,dan_barber_s_surprising_foie_gras_parable,1294705,293
1743,2659,https://pe.tedcdn.com/images/ted/500c56050b598bbd5837bc0d378a5ba6301e71c0_2880x1620.jpg,Sam Kass,Want kids to learn well? Feed them well,728,sam_kass_want_to_teach_kids_well_feed_them_well,1345223,293
1744,765,https://pe.tedcdn.com/images/ted/890bd24a65ae0120fb5c80900333df7e8969c310_2880x1620.jpg,Jamie Oliver,Teach every child about food,1313,jamie_oliver,7638932,293
1745,910,https://pe.tedcdn.com/images/ted/181989_800x600.jpg,Ellen  Gustafson,Obesity + hunger = 1 global food issue,675,ellen_gustafson_obesity_hunger_1_global_food_issue,664483,293
1746,68,https://pe.tedcdn.com/images/ted/714735a4fcc8eccc6c86beba28fdee415e02628f_2880x1620.jpg,Robert Wright,Progress is not a zero-sum game,1151,robert_wright_on_optimism,1090214,294
1747,163,https://pe.tedcdn.com/images/ted/2cc6d3a7f29dff9bb21d734f462bb07e8457a2ca_1600x1200.jpg,Steven Pinker,The surprising decline in violence,1155,steven_pinker_on_the_myth_of_violence,2063392,294
1748,97,https://pe.tedcdn.com/images/ted/016a827cc0757092a0439ab2a63feca8655b6c29_1600x1200.jpg,Dan Gilbert,The surprising science of happiness,1276,dan_gilbert_asks_why_are_we_happy,14689402,294
1749,2669,https://pe.tedcdn.com/images/ted/f3187c6a62c88e3d8123e39f9d8180fa6d1aea86_2880x1620.jpg,Robb Willer,How to have better political conversations,721,robb_willer_how_to_have_better_political_conversations,1243680,294
1750,2625,https://pe.tedcdn.com/images/ted/53d1c18eb4ef42831caae1be99c001fc9fcc39af_2880x1620.jpg,Jonathan Haidt,Can a divided America heal?,1217,jonathan_haidt_can_a_divided_america_heal,1514942,294
1751,801,https://pe.tedcdn.com/images/ted/9762ce97cf4f10777681dd357532a00300f7d4f2_2880x1620.jpg,Sam Harris,Science can answer moral questions,1386,sam_harris_science_can_show_what_s_right,3433429,294
1752,64,https://pe.tedcdn.com/images/ted/fc7e99f972e2533d8f6f6be66d16dc84ea7d9e3c_2880x1620.jpg,Eve Ensler,Happiness in body and soul,1225,eve_ensler_on_happiness_in_body_and_soul,1131874,295
1753,1205,https://pe.tedcdn.com/images/ted/0d23d809b8a38da31d52f77111a7199fb4587083_800x600.jpg,Eve Ensler,"Suddenly, my body",778,eve_ensler,1349653,295
1754,1132,https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg,Bruce Schneier,The security mirage,1265,bruce_schneier,744078,295
1755,2175,https://pe.tedcdn.com/images/ted/c1d1563bc5980a22e30ccbdbcdcfeb3805f35171_2880x1620.jpg,Khadija Gbla,My mother’s strange definition of empowerment,1120,khadija_gbla_my_mother_s_strange_definition_of_empowerment,1081459,295
1756,1513,https://pe.tedcdn.com/images/ted/1903aba42bb55daa9da99000e6456d728e7d01e1_1600x1200.jpg,James Stavridis,A Navy Admiral's thoughts on global security,1003,james_stavridis_how_nato_s_supreme_commander_thinks_about_global_security,721263,295
1757,842,https://pe.tedcdn.com/images/ted/166159_800x600.jpg,Kavita Ramdas,"Radical women, embracing tradition",1418,kavita_ramdas_radical_women_embracing_tradition,473950,295
1758,70,https://pe.tedcdn.com/images/ted/6c8c4b562ae7b0a7f5b140e2db1f7588861a6565_1600x1200.jpg,Richard St. John,8 secrets of success,210,richard_st_john_s_8_secrets_of_success,10841332,296
1759,28,https://pe.tedcdn.com/images/ted/eec7c4c3214fc9032dc22bfb79c29150bba07c6b_2880x1620.jpg,Seth Godin,How to get your ideas to spread,1021,seth_godin_on_sliced_bread,5570559,296
1760,72,https://pe.tedcdn.com/images/ted/399_480x360.jpg,Chris Anderson,Technology's long tail,858,chris_anderson_of_wired_on_tech_s_long_tail,904527,296
1761,2272,https://pe.tedcdn.com/images/ted/55c617f514a04f27d3ac75bde232665257c64326_2880x1620.jpg,Bill Gross,The single biggest reason why startups succeed,400,bill_gross_the_single_biggest_reason_why_startups_succeed,3811049,296
1762,2859,https://pe.tedcdn.com/images/ted/dca22839e5c454ea247c4c2ae4134d7beb74c248_2880x1620.jpg,Ray Dalio,How to build a company where the best ideas win,993,ray_dalio_how_to_build_a_company_where_the_best_ideas_win,1062528,296
1763,983,https://pe.tedcdn.com/images/ted/207421_800x600.jpg,Jessica Jackley,"Poverty, money -- and love",1113,jessica_jackley_poverty_money_and_love,1359595,296
1764,125,https://pe.tedcdn.com/images/ted/dfc244d5b81ab35ce80a3c4f19877b23f8be7a27_2880x1620.jpg,Jeff Hawkins,How brain science will change computing,1211,jeff_hawkins_on_how_brain_science_will_change_computing,1371487,297
1765,320,https://pe.tedcdn.com/images/ted/49376_480x360.jpg,Kwabena Boahen,A computer that works like the brain,982,kwabena_boahen_on_a_computer_that_works_like_the_brain,580300,297
1766,229,https://pe.tedcdn.com/images/ted/eefe30d20338d800bdc70a09dc0f6007e7355a74_2880x1620.jpg,Jill Bolte Taylor,My stroke of insight,1099,jill_bolte_taylor_s_powerful_stroke_of_insight,21190932,297
1767,2243,https://pe.tedcdn.com/images/ted/a693e3148df55358b76a30436f1accb09d1e2616_2880x1620.jpg,Nick Bostrom,What happens when our computers get smarter than we are?,991,nick_bostrom_what_happens_when_our_computers_get_smarter_than_we_are,2832401,297
1768,2858,https://pe.tedcdn.com/images/ted/bad6d87ce767ae008c56bde103deec058846661e_2880x1620.jpg,Robin Hanson,What would happen if we upload our brains to computers?,736,robin_hanson_what_would_happen_if_we_upload_our_brains_to_computers,838885,297
1769,515,https://pe.tedcdn.com/images/ted/6fbafd80d79e2de8e034457ad118ea3fba0c6884_2880x1620.jpg,Gregory Stock,To upgrade is human,1071,gregory_stock_to_upgrade_is_human,497446,297
1770,163,https://pe.tedcdn.com/images/ted/2cc6d3a7f29dff9bb21d734f462bb07e8457a2ca_1600x1200.jpg,Steven Pinker,The surprising decline in violence,1155,steven_pinker_on_the_myth_of_violence,2063394,298
1771,97,https://pe.tedcdn.com/images/ted/016a827cc0757092a0439ab2a63feca8655b6c29_1600x1200.jpg,Dan Gilbert,The surprising science of happiness,1276,dan_gilbert_asks_why_are_we_happy,14689415,298
1772,68,https://pe.tedcdn.com/images/ted/714735a4fcc8eccc6c86beba28fdee415e02628f_2880x1620.jpg,Robert Wright,Progress is not a zero-sum game,1151,robert_wright_on_optimism,1090217,298
1773,2794,https://pe.tedcdn.com/images/ted/9e09d0fa896ca879988163bbb2f490109dac3d2f_2880x1620.jpg,Marlon Peterson,Am I not human? A call for criminal justice reform,452,marlon_peterson_am_i_not_human_a_call_for_criminal_justice_reform,957168,298
