,index,tags
3969,505,development
3970,505,global
3971,505,issues
3972,505,health
3973,505,health
3974,505,care
3975,505,innovation
3976,505,invention
3977,505,product
3978,505,design
3979,505,sight
3980,506,culture
3981,506,design
3982,506,health
3983,506,social
3984,506,change
3985,506,technology
3986,507,design
3987,507,math
3988,507,presentation
3989,507,science
3990,507,visualizations
3991,508,entertainment
3992,508,film
3993,508,space
3994,508,sports
3995,508,technology
3996,509,climate
3997,509,change
3998,509,global
3999,509,issues
4000,509,photography
4001,509,science
4002,509,technology
4003,510,adventure
4004,510,climate
4005,510,change
4006,510,science
4007,510,sports
4008,511,brain
4009,511,morality
4010,511,science
4011,511,technology
4012,512,Asia
4013,512,beauty
4014,512,culture
4015,512,history
4016,512,music
4017,512,performance
4018,513,adventure
4019,513,crime
4020,513,economics
4021,513,global
4022,513,issues
4023,513,narcotics
4024,513,writing
4025,514,architecture
4026,514,cities
4027,514,creativity
4028,514,design
4029,514,environment
4030,514,green
4031,515,comedy
4032,515,humor
4033,515,philosophy
4034,515,science
4035,516,biology
4036,516,brain
4037,516,medicine
4038,516,mental
4039,516,health
4040,516,mind
4041,516,neuroscience
4042,516,psychology
4043,516,sight
4044,517,creativity
4045,517,entertainment
4046,517,live
4047,517,music
4048,517,music
4049,517,performance
4050,517,piano
4051,518,Internet
4052,518,culture
4053,518,law
4054,518,technology
4055,518,web
4056,518,wikipedia
4057,519,Internet
4058,519,government
4059,519,politics
4060,519,technology
4061,519,web
4062,520,Africa
4063,520,creativity
4064,520,energy
4065,520,invention
4066,520,poverty
4067,521,adventure
4068,521,art
4069,521,culture
4070,521,curiosity
4071,521,photography
4072,522,Africa
4073,522,business
4074,522,economics
4075,522,global
4076,522,development
4077,522,global
4078,522,issues
4079,522,inequality
4080,522,innovation
4081,522,invention
4082,522,philanthropy
4083,522,poverty
4084,522,women
4085,523,Asia
4086,523,economics
4087,523,global
4088,523,issues
4089,523,history
4090,523,infrastructure
4091,523,map
4092,523,politics
4093,523,state-building
4094,523,war
4095,523,world
4096,523,cultures
4097,524,art
4098,524,business
4099,524,design
4100,524,green
4101,524,history
4102,524,product
4103,524,design
4104,525,God
4105,525,TED
4106,525,Prize
4107,525,global
4108,525,issues
4109,525,politics
4110,525,religion
4111,525,violence
4112,526,astronomy
4113,526,chemistry
4114,526,life
4115,526,science
4116,526,technology
4117,526,telescopes
4118,526,universe
4119,527,TED
4120,527,Brain
4121,527,Trust
4122,527,adventure
4123,527,art
4124,527,creativity
4125,527,design
4126,527,happiness
4127,527,innovation
4128,527,work
4129,528,ancient
4130,528,world
4131,528,cities
4132,528,culture
4133,528,food
4134,528,global
4135,528,issues
4136,529,TEDx
4137,529,business
4138,529,communication
4139,529,culture
4140,529,leadership
4141,529,society
4142,530,Africa
4143,530,books
4144,530,culture
4145,530,identity
4146,530,storytelling
4147,530,writing
4148,531,art
4149,531,brain
4150,531,consciousness
4151,531,mind
4152,531,psychology
4153,531,science
4154,531,visualizations
4155,532,architecture
4156,532,books
4157,532,culture
4158,532,design
4159,532,entertainment
4160,532,men
4161,533,cities
4162,533,environment
4163,533,history
4164,533,life
4165,533,nature
4166,533,sustainability
4167,533,technology
4168,533,visualizations
4169,534,body
4170,534,language
4171,534,demo
4172,534,design
4173,534,engineering
4174,534,entertainment
4175,534,robots
4176,534,technology
4177,535,advertising
4178,535,business
4179,535,consumerism
4180,535,creativity
4181,535,economics
4182,535,happiness
4183,535,life
4184,535,psychology
4185,536,brain
4186,536,computers
4187,536,consciousness
4188,536,mind
4189,536,neuroscience
4190,536,philosophy
4191,536,technology
4192,537,birds
4193,537,business
4194,537,cities
4195,537,entertainment
4196,537,music
4197,538,TEDx
4198,538,advertising
4199,538,business
4200,538,consumerism
4201,538,economics
4202,538,marketing
4203,539,TEDx
4204,539,animation
4205,539,art
4206,539,computers
4207,539,design
4208,539,film
4209,539,technology
4210,539,visualizations
4211,540,business
4212,540,conducting
4213,540,leadership
4214,540,music
4215,540,psychology
4216,540,society
4217,541,Vaccines
4218,541,biotech
4219,541,design
4220,541,global
4221,541,development
4222,541,health
4223,541,medicine
4224,541,sanitation
4225,541,science
4226,541,technology
4227,542,economics
4228,542,future
4229,542,global
4230,542,development
4231,542,global
4232,542,issues
4233,542,inequality
4234,542,prediction
4235,542,technology
4236,543,ancient
4237,543,world
4238,543,cosmos
4239,543,faith
4240,543,history
4241,543,philosophy
4242,543,physics
4243,543,religion
4244,543,science
4245,543,technology
4246,544,architecture
4247,544,art
4248,544,biology
4249,544,design
4250,544,global
4251,544,development
4252,544,industrial
4253,544,design
4254,544,life
4255,544,science
4256,544,sustainability
4257,544,technology
4258,545,depression
4259,545,happiness
4260,545,life
4261,545,personal
4262,545,growth
4263,545,poverty
4264,545,social
4265,545,change
4266,545,society
4267,545,storytelling
4268,546,architecture
4269,546,art
4270,546,beauty
4271,546,math
4272,546,physics
4273,546,universe
4274,547,creativity
4275,547,live
4276,547,music
4277,547,music
4278,547,performance
4279,548,anthropology
4280,548,humanity
4281,548,love
4282,548,psychology
4283,548,social
4284,548,media
4285,548,society
4286,548,sociology
4287,548,technology
4288,549,business
4289,549,cities
4290,549,design
4291,549,global
4292,549,issues
4293,549,social
4294,549,change
4295,549,technology
4296,550,chemistry
4297,550,climate
4298,550,change
4299,550,environment
4300,550,global
4301,550,issues
4302,550,science
4303,550,weather
4304,551,TED
4305,551,Prize
4306,551,design
4307,551,energy
4308,551,global
4309,551,issues
4310,551,photography
4311,551,technology
4312,552,culture
4313,552,entertainment
4314,552,global
4315,552,issues
4316,552,poetry
4317,552,politics
4318,553,demo
4319,553,design
4320,553,open-source
4321,553,technology
4322,554,biomimicry
4323,554,design
4324,554,disease
4325,554,green
4326,554,innovation
4327,554,nature
4328,554,product
4329,554,design
4330,554,science
4331,554,technology
4332,555,environment
4333,555,global
4334,555,issues
4335,555,leadership
4336,555,politics
4337,555,women
4338,555,in
4339,555,business
4340,556,business
4341,556,culture
4342,556,global
4343,556,issues
4344,556,india
4345,557,astronomy
4346,557,history
4347,557,innovation
4348,557,science
4349,557,technology
4350,558,Asia
4351,558,economics
4352,558,health
4353,558,india
4354,558,statistics
4355,558,technology
4356,558,visualizations
4357,559,big
4358,559,problems
4359,559,cities
4360,559,energy
4361,559,environment
4362,559,future
4363,559,green
4364,559,infrastructure
4365,559,pollution
4366,559,sustainability
4367,559,technology
4368,560,Africa
4369,560,architecture
4370,560,bacteria
4371,560,biology
4372,560,design
4373,560,sustainability
4374,560,water
4375,561,culture
4376,561,dance
4377,561,entertainment
4378,561,global
4379,561,issues
4380,561,politics
4381,561,social
4382,561,change
4383,562,business
4384,562,culture
4385,562,entertainment
4386,562,global
4387,562,issues
4388,562,india
4389,562,politics
4390,562,writing
4391,563,Europe
4392,563,big
4393,563,problems
4394,563,environment
4395,563,global
4396,563,issues
4397,563,government
4398,563,interview
4399,563,politics
4400,563,war
4401,564,astronomy
4402,564,dark
4403,564,matter
4404,564,exploration
4405,564,physics
4406,564,science
4407,564,space
4408,564,technology
4409,564,telescopes
4410,565,architecture
4411,565,design
4412,565,environment
4413,565,history
4414,565,india
4415,565,innovation
4416,565,photography
4417,565,rivers
4418,565,sustainability
4419,565,water
4420,566,art
4421,566,computers
4422,566,design
4423,566,gaming
4424,566,math
4425,566,online
4426,566,video
4427,567,Asia
4428,567,Slavery
4429,567,children
4430,567,global
4431,567,issues
4432,567,poverty
4433,567,sex
4434,567,sexual
4435,567,violence
4436,567,trafficking
4437,567,women
4438,568,comedy
4439,568,global
4440,568,issues
4441,568,government
4442,568,humor
4443,568,performance
4444,568,politics
4445,569,art
4446,569,history
4447,569,performance
4448,569,personal
4449,569,growth
4450,570,design
4451,570,health
4452,570,health
4453,570,care
4454,570,humanity
4455,570,medicine
4456,570,public
4457,570,health
4458,570,sight
4459,570,technology
4460,571,Egypt
4461,571,culture
4462,571,entertainment
4463,571,global
4464,571,issues
4465,571,media
4466,571,music
4467,572,corruption
4468,572,economics
4469,572,global
4470,572,issues
4471,572,money
4472,572,terrorism
4473,573,Asia
4474,573,art
4475,573,humanity
4476,573,photography
4477,573,storytelling
4478,573,war
4479,574,Internet
4480,574,animals
4481,574,business
4482,574,culture
4483,574,entertainment
4484,574,entrepreneur
4485,574,oceans
4486,574,web
4487,575,biodiversity
4488,575,biology
4489,575,birds
4490,575,ecology
4491,575,insects
4492,575,science
4493,576,art
4494,576,books
4495,576,language
4496,576,music
4497,576,poetry
4498,576,writing
4499,577,Asia
4500,577,TED
4501,577,Fellows
4502,577,crime
4503,577,entrepreneur
4504,577,potential
4505,577,poverty
4506,577,social
4507,577,change
4508,577,society
4509,578,alternative
4510,578,energy
4511,578,climate
4512,578,change
4513,578,energy
4514,578,environment
4515,578,physics
4516,579,TED
4517,579,Fellows
4518,579,culture
4519,579,entrepreneur
4520,579,global
4521,579,issues
4522,579,health
4523,579,health
4524,579,care
4525,579,peace
4526,579,politics
4527,579,violence
4528,579,war
4529,580,government
4530,580,law
4531,580,philosophy
4532,580,politics
4533,581,business
4534,581,creativity
4535,581,engineering
4536,581,global
4537,581,development
4538,581,infrastructure
4539,581,innovation
4540,581,poverty
4541,582,adventure
4542,582,aircraft
4543,582,engineering
4544,582,green
4545,582,solar
4546,582,energy
4547,582,technology
4548,583,biology
4549,583,brain
4550,583,cities
4551,583,cognitive
4552,583,science
4553,583,evolution
4554,583,neuroscience
4555,583,science
4556,584,art
4557,584,nature
4558,584,photography
4559,584,science
4560,585,TEDx
4561,585,biology
4562,585,culture
4563,585,exploration
4564,585,food
4565,585,health
4566,585,life
4567,585,science
4568,586,animals
4569,586,biodiversity
4570,586,ecology
4571,586,environment
4572,586,water
4573,587,live
4574,587,music
4575,587,music
4576,587,performance
4577,588,culture
4578,588,disease
4579,588,education
4580,588,life
4581,588,self
4582,589,biology
4583,589,brain
4584,589,humanity
4585,589,life
4586,589,mind
4587,589,primates
4588,589,psychology
4589,590,business
4590,590,life
4591,590,money
4592,590,presentation
4593,591,activism
4594,591,animals
4595,591,biodiversity
4596,591,environment
4597,591,social
4598,591,change
4599,592,children
4600,592,education
4601,592,india
4602,592,social
4603,592,change
4604,592,society
4605,593,cities
4606,593,collaboration
4607,593,design
4608,593,map
4609,593,technology
4610,594,books
4611,594,disaster
4612,594,relief
4613,594,novel
4614,594,poetry
4615,594,storytelling
4616,595,astronomy
4617,595,comedy
4618,595,humor
4619,595,map
4620,595,science
4621,596,biology
4622,596,magic
4623,596,medicine
4624,596,performance
4625,597,Asia
4626,597,art
4627,597,design
4628,597,future
4629,597,india
4630,598,biology
4631,598,health
4632,598,medicine
4633,598,science
4634,598,technology
4635,587,live
4636,587,music
4637,587,music
4638,587,performance
4639,600,biology
4640,600,evolution
4641,600,life
4642,600,science
4643,600,universe
4644,601,education
4645,601,performance
4646,601,poetry
4647,601,writing
4648,602,cities
4649,602,health
4650,602,health
4651,602,care
4652,602,heart
4653,602,health
4654,602,medicine
4655,602,public
4656,602,health
4657,602,technology
4658,603,TEDx
4659,603,architecture
4660,603,creativity
4661,603,design
4662,603,theater
4663,604,culture
4664,604,feminism
4665,604,gender
4666,604,self
4667,604,social
4668,604,change
4669,604,women
4670,605,TED
4671,605,Fellows
4672,605,children
4673,605,design
4674,605,entrepreneur
4675,605,health
4676,605,innovation
4677,605,invention
4678,605,medicine
4679,606,business
4680,606,creativity
4681,606,map
4682,607,books
4683,607,creativity
4684,607,goal-setting
4685,607,poverty
4686,607,writing
4687,608,big
4688,608,problems
4689,608,brain
4690,608,economics
4691,608,global
4692,608,issues
4693,608,health
4694,608,sanitation
4695,608,technology
4696,608,women
4697,609,collaboration
4698,609,community
4699,609,entrepreneur
4700,609,health
4701,609,health
4702,609,care
4703,609,media
4704,609,medicine
4705,610,TEDx
4706,610,biotech
4707,610,chemistry
4708,610,disease
4709,610,health
4710,610,health
4711,610,care
4712,610,innovation
4713,610,poverty
4714,610,science
4715,610,technology
4716,611,cancer
4717,611,health
4718,611,health
4719,611,care
4720,611,medicine
4721,611,technology
4722,612,art
4723,612,astronomy
4724,612,creativity
4725,612,illness
4726,612,science
4727,612,space
4728,613,TEDx
4729,613,corruption
4730,613,global
4731,613,issues
4732,613,money
4733,613,politics
4734,614,business
4735,614,education
4736,614,food
4737,614,global
4738,614,issues
4739,614,health
4740,614,obesity
4741,615,cities
4742,615,design
4743,615,map
4744,615,technology
4745,615,virtual
4746,615,reality
4747,616,business
4748,616,global
4749,616,issues
4750,616,politics
4751,617,activism
4752,617,happiness
4753,617,health
4754,617,prosthetics
4755,617,social
4756,617,change
4757,617,society
4758,618,TED
4759,618,Brain
4760,618,Trust
4761,618,business
4762,618,energy
4763,618,global
4764,618,issues
4765,618,invention
4766,618,science
4767,618,technology
4768,619,TEDx
4769,619,computers
4770,619,history
4771,619,life
4772,619,technology
4773,620,business
4774,620,design
4775,620,health
4776,620,care
4777,620,law
4778,621,TEDMED
4779,621,disease
4780,621,health
4781,621,health
4782,621,care
4783,621,medicine
4784,621,technology
4785,622,Autism
4786,622,spectrum
4787,622,disorder
4788,622,animals
4789,622,brain
4790,622,design
4791,622,education
4792,622,invention
4793,622,mental
4794,622,health
4795,622,science
4796,622,technology
4797,623,biology
4798,623,health
4799,623,care
4800,623,medicine
4801,623,neuroscience
4802,623,science
4803,623,sight
4804,624,art
4805,624,culture
4806,624,design
4807,624,entertainment
4808,625,brain
4809,625,mind
4810,625,music
4811,625,performance
4812,626,brain
4813,626,culture
4814,626,economics
4815,626,happiness
4816,626,mind
4817,626,philosophy
4818,626,psychology
4819,626,science
4820,627,business
4821,627,culture
4822,627,entertainment
4823,627,india
4824,627,sports
4825,628,data
4826,628,demo
4827,628,interface
4828,628,design
4829,628,technology
4830,628,web
4831,629,astronomy
4832,629,physics
4833,629,science
4834,630,adventure
4835,630,entertainment
4836,630,film
4837,630,movies
4838,630,nature
4839,630,oceans
4840,630,storytelling
4841,630,submarine
4842,630,technology
4843,630,writing
4844,631,collaboration
4845,631,dance
4846,631,entertainment
4847,631,gaming
4848,631,performance
4849,632,business
4850,632,happiness
4851,632,life
4852,632,mind
4853,632,psychology
4854,632,self
4855,633,Internet
4856,633,computers
4857,633,statistics
4858,633,visualizations
4859,633,web
4860,634,cities
4861,634,culture
4862,634,design
4863,634,transportation
4864,635,agriculture
4865,635,biology
4866,635,environment
4867,635,food
4868,635,health
4869,636,entertainment
4870,636,illusion
4871,636,magic
4872,636,medicine
4873,636,science
4874,637,Internet
4875,637,business
4876,637,entrepreneur
4877,637,money
4878,637,web
4879,638,biology
4880,638,fish
4881,638,health
4882,638,care
4883,638,science
4884,638,war
4885,639,business
4886,639,health
4887,639,health
4888,639,care
4889,639,science
4890,639,technology
4891,640,biodiversity
4892,640,biology
4893,640,comedy
4894,640,humor
4895,640,life
4896,640,religion
4897,640,storytelling
4898,640,writing
4899,641,computers
4900,641,design
4901,641,entertainment
4902,641,gaming
4903,641,global
4904,641,issues
4905,641,play
4906,642,adventure
4907,642,biology
4908,642,exploration
4909,642,humanity
4910,642,medicine
4911,642,science
4912,642,weather
4913,643,creativity
4914,643,entertainment
4915,643,film
4916,644,culture
4917,644,evolutionary
4918,644,psychology
4919,644,global
4920,644,issues
4921,644,morality
4922,644,philosophy
4923,644,psychology
4924,644,religion
4925,644,science
4926,645,Brazil
4927,645,South
4928,645,America
4929,645,activism
4930,645,biodiversity
4931,645,biology
4932,645,birds
4933,645,global
4934,645,issues
4935,645,science
4936,646,business
4937,646,language
4938,646,law
4939,646,simplicity
4940,647,Mars
4941,647,Planets
4942,647,TEDx
4943,647,exploration
4944,647,life
4945,647,science
4946,647,space
4947,647,technology
4948,648,TED
4949,648,Fellows
4950,648,brain
4951,648,entertainment
4952,648,live
4953,648,music
4954,648,mental
4955,648,health
4956,648,music
4957,648,performance
4958,648,violin
4959,649,humanity
4960,649,psychology
4961,649,theater
4962,650,Slavery
4963,650,business
4964,650,economics
4965,650,global
4966,650,issues
4967,650,humanity
4968,650,trafficking
4969,651,children
4970,651,education
4971,651,global
4972,651,development
4973,651,poverty
4974,651,teaching
4975,652,future
4976,652,global
4977,652,issues
4978,652,media
4979,652,news
4980,652,science
4981,653,business
4982,653,dance
4983,653,entertainment
4984,653,leadership
4985,653,marketing
4986,653,online
4987,653,video
4988,654,children
4989,654,creativity
4990,654,education
4991,654,intelligence
4992,655,business
4993,655,consumerism
4994,655,design
4995,655,entertainment
4996,655,gaming
4997,655,technology
4998,656,AIDS
4999,656,global
5000,656,issues
5001,656,health
5002,656,health
5003,656,care
5004,656,sex
5005,657,design
5006,657,health
5007,657,health
5008,657,care
5009,657,medicine
5010,657,prosthetics
5011,657,technology
5012,657,war
5013,658,AI
5014,658,TEDx
5015,658,engineering
5016,658,robots
5017,658,science
5018,658,technology
5019,659,bees
5020,659,biology
5021,659,botany
5022,659,environment
5023,659,life
5024,659,sex
5025,660,literature
5026,660,music
5027,660,performance
5028,660,poetry
5029,661,global
5030,661,issues
5031,661,medicine
5032,661,religion
5033,661,science
5034,661,writing
5035,662,global
5036,662,issues
5037,662,media
5038,662,photography
5039,662,poverty
5040,662,war
5041,663,business
5042,663,culture
5043,663,green
5044,663,technology
5045,664,art
5046,664,cities
5047,664,culture
5048,664,design
5049,664,entertainment
5050,664,race
5051,665,Internet
5052,665,music
5053,665,online
5054,665,video
5055,665,performance
5056,665,web
5057,666,animals
5058,666,design
5059,666,exploration
5060,666,fish
5061,666,mission
5062,666,blue
5063,666,oceans
5064,666,science
5065,666,technology
5066,667,culture
5067,667,health
5068,667,magic
5069,667,science
5070,668,TED
5071,668,Fellows
5072,668,biology
5073,668,engineering
5074,668,invention
5075,668,microbiology
5076,669,business
5077,669,collaboration
5078,669,culture
5079,669,design
5080,669,entertainment
5081,669,psychology
5082,670,business
5083,670,culture
5084,670,democracy
5085,670,politics
5086,670,social
5087,670,change
5088,671,culture
5089,671,feminism
5090,671,social
5091,671,change
5092,671,women
5093,672,String
5094,672,theory
5095,672,biology
5096,672,complexity
5097,672,computers
5098,672,math
5099,672,physics
5100,672,science
5101,672,simplicity
5102,673,adventure
5103,673,entertainment
5104,673,global
5105,673,issues
5106,673,goal-setting
5107,673,oceans
5108,674,chemistry
5109,674,complexity
5110,674,design
5111,674,history
5112,674,simplicity
5113,674,technology
5114,675,comedy
5115,675,entertainment
5116,675,humor
5117,675,statistics
5118,676,big
5119,676,problems
5120,676,cities
5121,676,economics
5122,676,poverty
5123,677,TEDx
5124,677,business
5125,677,entrepreneur
5126,677,leadership
5127,677,success
5128,678,fish
5129,678,green
5130,678,mission
5131,678,blue
5132,678,oceans
5133,678,science
5134,679,creativity
5135,679,entrepreneur
5136,679,innovation
5137,679,invention
5138,679,poverty
5139,680,entertainment
5140,680,history
5141,680,live
5142,680,music
5143,680,music
5144,681,evolution
5145,681,friendship
5146,681,health
5147,681,medicine
5148,681,obesity
5149,681,science
5150,681,society
5151,682,TED
5152,682,Brain
5153,682,Trust
5154,682,creativity
5155,682,disease
5156,682,innovation
5157,682,insects
5158,682,invention
5159,682,poverty
5160,682,technology
5161,683,economics
5162,683,fish
5163,683,mission
5164,683,blue
5165,683,oceans
5166,683,science
5167,684,TEDx
5168,684,children
5169,684,education
5170,684,math
5171,684,student
5172,684,teaching
5173,685,children
5174,685,comedy
5175,685,humor
5176,685,sex
5177,686,humanity
5178,686,mind
5179,686,peace
5180,686,psychology
5181,686,war
5182,687,cancer
5183,687,food
5184,687,medicine
5185,687,science
5186,687,technology
5187,688,culture
5188,688,food
5189,688,global
5190,688,issues
5191,688,green
5192,689,animals
5193,689,global
5194,689,issues
5195,689,mission
5196,689,blue
5197,689,oceans
5198,689,science
5199,690,alternative
5200,690,energy
5201,690,energy
5202,690,exploration
5203,690,green
5204,690,science
5205,690,technology
5206,691,DNA
5207,691,biology
5208,691,business
5209,691,genetics
5210,691,life
5211,691,science
5212,691,technology
5213,692,TED
5214,692,Brain
5215,692,Trust
5216,692,children
5217,692,creativity
5218,692,education
5219,692,invention
5220,693,TEDx
5221,693,business
5222,693,creativity
5223,693,culture
5224,693,design
5225,693,fashion
5226,693,law
5227,693,media
5228,694,TED
5229,694,Fellows
5230,694,children
5231,694,culture
5232,694,film
5233,694,politics
5234,694,suicide
5235,694,war
5236,695,AIDS
5237,695,HIV
5238,695,Vaccines
5239,695,disease
5240,695,global
5241,695,issues
5242,695,health
5243,695,medicine
5244,696,cities
5245,696,music
5246,696,performance
5247,696,poetry
5248,696,storytelling
5249,697,Internet
5250,697,TEDx
5251,697,law
5252,697,music
5253,697,online
5254,697,video
5255,697,technology
5256,697,web
5257,698,computers
5258,698,design
5259,698,film
5260,698,interface
5261,698,design
5262,698,invention
5263,698,technology
5264,698,visualizations
5265,699,fish
5266,699,mission
5267,699,blue
5268,699,oceans
5269,699,photography
5270,699,science
5271,700,Internet
5272,700,activism
5273,700,collaboration
5274,700,computers
5275,700,culture
5276,700,government
5277,700,law
5278,700,meme
5279,700,web
5280,701,curiosity
5281,701,economics
5282,701,global
5283,701,issues
5284,701,innovation
5285,701,physics
5286,701,science
5287,701,space
5288,702,TEDx
5289,702,engineering
5290,702,entertainment
5291,702,music
5292,702,physics
5293,703,democracy
5294,703,government
5295,703,law
5296,703,philosophy
5297,703,politics
5298,703,sports
5299,704,Africa
5300,704,animals
5301,704,biodiversity
5302,704,global
5303,704,issues
5304,704,green
5305,704,science
5306,705,creativity
5307,705,design
5308,705,economics
5309,705,engineering
5310,705,motivation
5311,705,politics
5312,705,simplicity
5313,706,Anthropocene
5314,706,TED
5315,706,Brain
5316,706,Trust
5317,706,climate
5318,706,change
5319,706,economics
5320,706,energy
5321,706,environment
5322,706,green
5323,706,law
5324,706,nuclear
5325,706,weapons
5326,706,wind
5327,706,energy
5328,707,architecture
5329,707,future
5330,707,history
5331,707,music
5332,708,God
5333,708,faith
5334,708,neuroscience
5335,708,psychology
5336,708,science
5337,708,self
5338,709,art
5339,709,business
5340,709,creativity
5341,709,culture
5342,709,entertainment
5343,709,law
5344,709,online
5345,709,video
5346,709,technology
5347,710,animals
5348,710,mission
5349,710,blue
5350,710,oceans
5351,710,science
5352,710,singer
5353,711,TEDx
5354,711,business
5355,711,children
5356,711,education
5357,711,entrepreneur
5358,711,money
5359,711,teaching
5360,712,cancer
5361,712,dance
5362,712,music
5363,712,performance
5364,712,personal
5365,712,growth
5366,712,storytelling
5367,713,Buddhism
5368,713,business
5369,713,economics
5370,713,happiness
5371,713,money
5372,713,psychology
5373,714,art
5374,714,design
5375,714,innovation
5376,714,typography
5377,715,cities
5378,715,education
5379,715,global
5380,715,issues
5381,715,innovation
5382,716,children
5383,716,medicine
5384,716,neuroscience
5385,716,science
5386,716,technology
5387,717,children
5388,717,design
5389,717,entertainment
5390,717,entrepreneur
5391,717,gaming
5392,717,toy
5393,718,collaboration
5394,718,community
5395,718,culture
5396,718,technology
5397,718,wikipedia
5398,719,TEDx
5399,719,cities
5400,719,design
5401,719,infrastructure
5402,719,urban
5403,719,planning
5404,720,fish
5405,720,health
5406,720,mission
5407,720,blue
5408,720,oceans
5409,720,science
5410,721,art
5411,721,astronomy
5412,721,science
5413,721,space
5414,721,technology
5415,722,TED
5416,722,Fellows
5417,722,architecture
5418,722,design
5419,722,environment
5420,722,urban
5421,722,planning
5422,723,math
5423,724,TEDx
5424,724,food
5425,724,global
5426,724,issues
5427,724,health
5428,724,obesity
5429,724,social
5430,724,change
5431,725,crime
5432,725,ecology
5433,725,environment
5434,725,green
5435,725,nature
5436,725,plants
5437,725,prison
5438,725,social
5439,725,change
5440,725,trees
5441,726,culture
5442,726,data
5443,726,demo
5444,726,global
5445,726,issues
5446,726,poverty
5447,726,prediction
5448,726,presentation
5449,727,TEDx
5450,727,disaster
5451,727,relief
5452,727,energy
5453,727,environment
5454,727,oceans
5455,727,oil
5456,727,pollution
5457,728,business
5458,728,collaboration
5459,728,design
5460,728,technology
5461,729,communication
5462,729,global
5463,729,issues
5464,729,language
5465,729,news
5466,729,technology
5467,729,web
5468,730,culture
5469,730,novel
5470,730,politics
5471,730,storytelling
5472,730,women
5473,731,Surveillance
5474,731,communication
5475,731,global
5476,731,issues
5477,731,iraq
5478,731,military
5479,731,news
5480,731,technology
5481,732,Islam
5482,732,art
5483,732,culture
5484,732,peace
5485,733,Planets
5486,733,astrobiology
5487,733,astronomy
5488,733,biology
5489,733,extraterrestrial
5490,733,life
5491,733,life
5492,733,technology
5493,733,telescopes
5494,733,universe
5495,734,brain
5496,734,computers
5497,734,design
5498,734,entertainment
5499,734,interface
5500,734,design
5501,734,mind
5502,734,technology
5503,735,biology
5504,735,design
5505,735,future
5506,735,medicine
5507,735,technology
5508,736,business
5509,736,choice
5510,736,culture
5511,736,decision-making
5512,736,economics
5513,736,psychology
5514,736,social
5515,736,change
5516,736,society
5517,737,TEDx
5518,737,business
5519,737,chemistry
5520,737,disaster
5521,737,relief
5522,737,environment
5523,737,fish
5524,737,oceans
5525,737,oil
5526,737,science
5527,738,TED
5528,738,Brain
5529,738,Trust
5530,738,business
5531,738,creativity
5532,738,intelligence
5533,738,self
5534,739,mission
5535,739,blue
5536,739,oceans
5537,739,poetry
5538,739,science
5539,739,technology
5540,740,brain
5541,740,business
5542,740,design
5543,740,economics
5544,740,money
5545,740,monkeys
5546,740,psychology
5547,740,science
5548,741,activism
5549,741,adventure
5550,741,climate
5551,741,change
5552,741,global
5553,741,issues
5554,741,science
5555,741,sports
5556,742,business
5557,742,environment
5558,742,green
5559,742,sustainability
5560,743,Slavery
5561,743,economics
5562,743,education
5563,743,feminism
5564,743,global
5565,743,development
5566,743,poverty
5567,743,trafficking
5568,743,women
5569,744,God
5570,744,LGBT
5571,744,culture
5572,744,government
5573,744,law
5574,744,love
5575,744,religion
5576,744,sex
5577,745,AI
5578,745,children
5579,745,computers
5580,745,design
5581,745,gaming
5582,745,psychology
5583,745,technology
5584,746,comedy
5585,746,entertainment
5586,746,humor
5587,747,Iran
5588,747,Middle
5589,747,East
5590,747,comedy
5591,747,entertainment
5592,747,humor
5593,747,politics
5594,748,TEDx
5595,748,business
5596,748,entertainment
5597,748,entrepreneur
5598,748,gaming
5599,748,money
5600,748,psychology
5601,749,complexity
5602,749,computers
5603,749,data
5604,749,design
5605,749,visualizations
5606,750,climate
5607,750,change
5608,750,news
5609,750,science
5610,751,brain
5611,751,economics
5612,751,evolution
5613,751,mind
5614,751,psychology
5615,751,science
5616,752,animals
5617,752,art
5618,752,comedy
5619,752,entertainment
5620,752,humor
5621,752,oceans
5622,752,science
5623,753,TEDx
5624,753,disaster
5625,753,relief
5626,753,energy
5627,753,environment
5628,753,green
5629,753,oil
5630,753,sustainability
5631,754,business
5632,754,marketing
5633,754,math
5634,754,physics
5635,755,big
5636,755,problems
5637,755,culture
5638,755,data
5639,755,economics
5640,755,global
5641,755,issues
5642,755,happiness
5643,755,statistics
5644,756,Anthropocene
5645,756,agriculture
5646,756,cities
5647,756,climate
5648,756,change
5649,756,environment
5650,756,global
5651,756,issues
5652,757,brain
5653,757,culture
5654,757,happiness
5655,757,religion
5656,757,society
5657,758,goal-setting
5658,758,motivation
5659,758,personal
5660,758,growth
5661,758,psychology
5662,758,self
5663,758,storytelling
5664,758,success
5665,759,biodiversity
5666,759,biology
5667,759,environment
5668,759,life
5669,759,nature
5670,759,photography
5671,759,trees
5672,760,children
5673,760,education
5674,760,global
5675,760,development
5676,760,global
5677,760,issues
5678,760,technology
5679,760,web
5680,761,art
5681,761,design
5682,761,entertainment
5683,761,visualizations
5684,762,global
5685,762,issues
5686,762,innovation
5687,762,iraq
5688,762,politics
5689,762,state-building
5690,763,TEDx
5691,763,education
5692,763,entertainment
5693,763,music
5694,763,performance
5695,763,performance
5696,763,art
5697,763,theater
5698,764,TED
5699,764,Brain
